Order Date,SKU,Item,Variant,Quantity,Delivery Date,Delivery Time
2025-08-29 06:07:22+00:00,KI-DC1289/3018WH,Nora 60cm 4-Drawer Oak/White Chest of Drawers,Assembly,1.0,5 Sep 2025,2 PM - 6 PM
2025-08-30 11:24:46+00:00,"SR4/3075-Nobottomrightdoor, pass the door to customer",Munich 1.2m Walnut Highboard Storage Cabinet,Assembly,1.0,9 Sep 2025,1 PM - 5 PM
2025-07-05 08:27:53+00:00,DC1289/3075-soft close sliders,Nora 60cm 4-Drawer Walnut Chest of Drawers,Assembly,2.0,9 Sep 2025,1 PM - 5 PM
2025-07-05 08:27:53+00:00,,Soft Closing Slider Upgrade,Sliders / Soft Close,14.0,9 Sep 2025,1 PM - 5 PM
2025-07-05 08:27:53+00:00,DC1606/3075-soft close sliders,Verona 1.6m drawer walnut,Assembly,1.0,9 Sep 2025,1 PM - 5 PM
2025-08-29 06:07:22+00:00,SC4(X2),Vegas Oak 60cm Wide 162cm High Shoe Cabinet,Assembly,1.0,5 Sep 2025,2 PM - 6 PM
2025-08-28 09:25:44+00:00,SC4(X2)/OAK,Vegas Oak 60cm Wide 162cm High Shoe Cabinet,Assembly,1.0,5 Sep 2025,4 PM - 8 PM
2025-08-23 02:42:38+00:00,DC1232/3075-metal leg,Eve 1.2m Walnut Chest Sideboard,Assembly,1.0,5 Sep 2025,5 PM - 8 PM
2025-08-23 02:42:38+00:00,,Legs Upgrade,15cm Metal,1.0,5 Sep 2025,5 PM - 8 PM
2025-08-30 07:43:25+00:00,SS6202/3075,Warwick 60cm Walnut Bookcase Display Shelf,Assembly,1.0,9 Sep 2025,1 PM - 5 PM
2025-08-30 07:43:25+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,9 Sep 2025,1 PM - 5 PM
2025-08-31 02:59:19+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,9 Sep 2025,2 PM - 6 PM
2025-08-31 02:59:19+00:00,SC15,Vegas 90cm 3-Door Shoe Cabinet,Assembly,1.0,9 Sep 2025,2 PM - 6 PM
2025-08-30 11:49:28+00:00,SC4(X2)/WAL/soft closing,Vegas Walnut 60cm Wide 162cm High Shoe Cabinet,Assembly,1.0,9 Sep 2025,2 PM - 6 PM
2025-07-07 04:09:41+00:00,CTM11683,Custom Furniture,Custom,1.0,5 Sep 2025,6 PM - 8 PM
2025-08-30 11:49:28+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,9 Sep 2025,2 PM - 6 PM
2025-08-30 08:21:09+00:00,SC5/WAL/soft closing,Vegas 1.2m Walnut 4-Door Shoe Cabinet,Assembly,1.0,9 Sep 2025,2 PM - 6 PM
2025-08-30 08:21:09+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,9 Sep 2025,2 PM - 6 PM
2025-08-25 06:25:03+00:00,BS-DC1408/3045WH,Alexis 1.4m Maple/White 4x2 Dresser,Assembly,1.0,9 Sep 2025,4 PM - 8 PM
2025-09-01 07:12:08+00:00,SC15,Vegas 90cm 3-Door Shoe Cabinet,Assembly,1.0,9 Sep 2025,4 PM - 8 PM
2025-08-31 09:56:51+00:00,SC18/WAL,Texas 1.2m Walnut Shoe Cabinet,Assembly,1.0,9 Sep 2025,4 PM - 8 PM
2025-08-31 09:56:51+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,9 Sep 2025,4 PM - 8 PM
2025-06-22 03:38:51+00:00,CTM11612 (SB4311/3018WH)-WOOD LEGS,Add wood legs,Servicing,1.0,,
2025-07-13 03:55:58+00:00,Miranda/Storage/Leather/Queen,Assemble bed,Asssemble on site,1.0,,
2024-04-27 03:41:27+00:00,SI1685/Custom,top panel,Servicing,1.0,,
2025-09-02 03:56:43+00:00,TV1672/3075-Wood legs,Linwood Walnut 1.6m TV Console Cabinet,Assembly,1.0,12 Sep 2025,
2025-09-02 03:56:43+00:00,,Legs Upgrade,Metal to Wood,1.0,12 Sep 2025,
2025-09-01 11:39:08+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,9 Sep 2025,10 AM - 1 PM
2025-09-02 10:53:23+00:00,SR6/3036WH,Hamburg 1.4m Pine/White Sideboard,Assembly,1.0,9 Sep 2025,
2025-09-03 05:48:28+00:00,KI-SB1283/3045/BLACK-PLASTIC-LEGS,Richmond 1.2m Maple Shoe Cabinet,Assembly,1.0,12 Sep 2025,
2025-09-03 05:48:28+00:00,SR2/3045WH-NO SOFT CLOSE,Bremen 80cm Maple/White Storage Cabinet,Assembly,1.0,12 Sep 2025,
2025-09-03 05:48:28+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,12 Sep 2025,
2025-09-03 05:48:28+00:00,,Legs Upgrade,10cm Black PVC,1.0,12 Sep 2025,
2025-09-03 10:27:19+00:00,SC15,Vegas 90cm Oak Shoe Cabinet,Assembly,1.0,12 Sep 2025,
2025-09-04 03:46:34+00:00,,Custom sale,Assembly,1.0,,
2025-09-04 03:48:09+00:00,,Custom sale,Assembly,1.0,,
2025-09-04 03:57:35+00:00,SB8083/3045,Richie 80cm Shoe Cabinet,Assembly,1.0,,
2025-09-04 08:06:13+00:00,SC5(X2),Vegas Oak 1.2m Wide 1.62m High Shoe Cabinet,Assembly,1.0,12 Sep 2025,
2025-09-04 08:18:44+00:00,TV24/1.6/3075/add 2more cable hole,Hamburg 1.6m Walnut TV Console Cabinet,Assembly,1.0,15 Oct 2025,
2025-09-04 08:18:44+00:00,,2 cable hole,Assembly,1.0,,
2025-09-04 10:46:03+00:00,SC15(X2),Vegas Oak 90cm Wide 1.62m High Shoe Cabinet,Assembly,1.0,12 Sep 2025,
2025-09-04 10:46:03+00:00,DC8036/3045WH,Union 80cm Chest of 6 Drawers,Assembly,1.0,,
2025-09-04 12:51:37+00:00,BS-DC1289/3075- top 3 drawers add soft close.,Nora 60cm 4-Drawer Walnut Chest of Drawers,Assembly,1.0,12 Sep 2025,
2025-09-04 12:51:37+00:00,,Soft Closing Slider Upgrade,Sliders / Soft Close,3.0,12 Sep 2025,
,Desk,Desk,Self-Assembly,1.0,5 Sep 2025,1 PM - 5 PM
2025-09-05 02:26:59+00:00,SC5,Vegas 1.2m Oak Shoe Cabinet,Assembly,1.0,,
2025-09-05 02:26:59+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,,
2025-09-05 07:17:36+00:00,SC5,Vegas 1.2m Oak Shoe Cabinet,Assembly,1.0,,
2025-09-05 10:04:35+00:00,B16LD,Winter Storage Bedframe,King / Plush Fabric,1.0,,
2025-09-05 12:18:17+00:00,SS4001WD/3036,Denver 40cm Pine Bookcase with Door,Assembly,1.0,12 Sep 2025,
2024-10-25 05:19:39+00:00,CU,Soft Close Doors Upgrade,Upgrade,1.0,14 Jan 2025,3 PM - 6 PM
2024-10-25 05:19:39+00:00,SR2/Maple-Add 3 Holes,Bremen 80cm Maple Oak Storage Cabinet,Assembly,1.0,14 Jan 2025,3 PM - 6 PM
2024-11-02 08:45:04+00:00,Elizabeth/Grey/SuperSingle,Elizabeth Fabric Divan Bedframe (Storage),Assembly,1.0,3 Jan 2025,5 PM - 7 PM
2024-11-10 08:25:58+00:00,TV24/1.6/Maple,Hamburg 1.6m Maple Oak TV Console Cabinet,Assembly,1.0,10 Jan 2025,11 AM - 2 PM
2024-11-17 12:51:38+00:00,SR4/Walnut,Munich 1.2m Walnut Highboard Storage Cabinet,Assembly,1.0,6 Jan 2025,6 PM - 7 PM
2024-11-17 12:51:38+00:00,CTM10383,Custom Furniture,Custom,1.0,6 Jan 2025,6 PM - 7 PM
2024-11-17 12:51:38+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,6 Jan 2025,6 PM - 7 PM
2024-11-17 12:51:38+00:00,CU-Drawer,Soft Close Slider Upgrade,Upgrade,1.0,6 Jan 2025,6 PM - 7 PM
2024-11-19 11:10:06+00:00,CTM10391,Custom Furniture,Custom,1.0,10 Jan 2025,10 AM - 12 PM
2024-11-19 11:10:06+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,10 Jan 2025,10 AM - 12 PM
2024-11-24 05:07:01+00:00,CTM10413,Custom Furniture,Custom,1.0,5 Feb 2025,4 PM - 7 PM
2024-11-24 05:07:01+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,5 Feb 2025,4 PM - 7 PM
2024-11-24 12:56:07+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,14 Jan 2025,4 PM - 7 PM
2024-11-24 12:56:07+00:00,SR7/MapleWH(Premium),Hamburg 1.6m Maple Oak White Sideboard,Assembly,1.0,14 Jan 2025,4 PM - 7 PM
2024-11-26 13:31:07+00:00,CTM10425,Custom Furniture,Custom,1.0,10 Jan 2025,10 AM - 12 PM
2024-11-26 13:31:07+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,10 Jan 2025,10 AM - 12 PM
2024-11-30 03:54:19+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,14 Jan 2025,12 PM - 3 PM
2024-11-30 03:54:19+00:00,CTM10438,Custom Furniture,Custom,1.0,14 Jan 2025,12 PM - 3 PM
2024-11-30 07:52:44+00:00,CTM10440,Custom Furniture,Custom,1.0,13 Jan 2025,10 AM - 12 PM
2024-11-30 07:52:44+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,13 Jan 2025,10 AM - 12 PM
2024-11-30 07:52:44+00:00,,Soft Close Slider Upgrade,Upgrade,3.0,13 Jan 2025,10 AM - 12 PM
2024-11-30 10:23:45+00:00,CTM10443,Custom Furniture,Custom,2.0,27 Mar 2025,1 PM - 5 PM
2024-11-30 10:23:45+00:00,CU,Soft Close Hinge Upgrade,Upgrade,2.0,27 Mar 2025,1 PM - 5 PM
2024-11-30 12:23:57+00:00,CTM10445,Custom Furniture,Custom,1.0,13 Jan 2025,10 AM - 12 PM
2024-12-01 06:17:55+00:00,CTM10452A,Custom Furniture,Custom,1.0,24 Jan 2025,2 PM - 5 PM
2024-12-01 06:17:55+00:00,CTM10452B,Custom Furniture,Custom,2.0,24 Jan 2025,2 PM - 5 PM
2024-12-01 06:17:55+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,24 Jan 2025,2 PM - 5 PM
2024-12-01 09:21:03+00:00,CTM10456,Custom Furniture,Custom,2.0,14 Jan 2025,2 PM - 5 PM
2024-12-01 09:21:03+00:00,CU,Soft Close Hinge Upgrade,Upgrade,2.0,14 Jan 2025,2 PM - 5 PM
2024-12-01 09:25:47+00:00,CTM10457,Custom Furniture,Custom,1.0,20 Jan 2025,3 PM - 6 PM
2024-12-01 09:25:47+00:00,TV1865/PineBK,Vita 1.8m Pine Oak TV Console Cabinet,Assembly,1.0,20 Jan 2025,3 PM - 6 PM
2024-12-01 09:38:49+00:00,CU,Soft Close Hinge Upgrade,Upgrade,2.0,16 Jan 2025,3 PM - 6 PM
2024-12-01 09:38:49+00:00,CTM10458,Custom Furniture,Custom,1.0,16 Jan 2025,3 PM - 6 PM
2024-12-01 09:38:49+00:00,KN-D822-BRS2,Gold Handles Square,Assembly,1.0,16 Jan 2025,3 PM - 6 PM
2024-12-01 09:38:49+00:00,SB8083/Walnut-KN-D822-BRS2,Denver 80cm Walnut Shoe Cabinet,Assembly,1.0,16 Jan 2025,3 PM - 6 PM
2024-12-02 09:18:27+00:00,CTM10464A,Custom Furniture,Custom,1.0,20 Jan 2025,2 PM - 5 PM
2024-12-02 09:18:27+00:00,CTM10464B,Custom Furniture,Custom,1.0,20 Jan 2025,2 PM - 5 PM
2024-12-02 15:29:29+00:00,CTM10465 (SB8083/1002),Custom Furniture,Custom,1.0,16 Jan 2025,11 AM - 2 PM
2024-12-04 04:53:56+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,13 Jan 2025,10 AM - 12 PM
2024-12-04 04:53:56+00:00,"WD8003/Walnut-Mirror (right door), sc slider",Vela 80cm Wardrobe,Assembly,1.0,13 Jan 2025,10 AM - 12 PM
2024-12-04 04:53:56+00:00,,Soft Close Slider Upgrade,Upgrade,2.0,13 Jan 2025,10 AM - 12 PM
2024-12-04 04:53:56+00:00,,Mirror,Assembly,1.0,13 Jan 2025,10 AM - 12 PM
2024-12-04 05:48:20+00:00,SB6304/3027-see remarks,Nara 60cm Wide 1.8m Walnut Tall Shoe Cabinet,Assembly,2.0,16 Jan 2025,11 AM - 2 PM
2024-12-04 05:48:20+00:00,,Metal Legs,Assembly,2.0,16 Jan 2025,11 AM - 2 PM
2024-12-07 06:27:46+00:00,CTM10485 (SI1885/3123),Custom Furniture,Custom,1.0,22 Jan 2025,3 PM - 6 PM
2024-12-07 06:27:46+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,22 Jan 2025,3 PM - 6 PM
2024-12-07 06:55:47+00:00,CTM10486,Custom Furniture,Custom,1.0,13 Jan 2025,5 PM - 7 PM
2024-12-07 06:55:47+00:00,CU,Soft Close Hinge Upgrade,Upgrade,2.0,13 Jan 2025,5 PM - 7 PM
2024-12-07 06:55:47+00:00,SB6304/3027,Nara 60cm Wide 1.8m Walnut Tall Shoe Cabinet,Assembly,1.0,13 Jan 2025,5 PM - 7 PM
2024-12-07 07:52:15+00:00,CTM10489 (SB8083/Pine),Custom Furniture,Custom,2.0,20 Feb 2025,10 AM - 12 PM
2024-12-07 07:52:15+00:00,SR7/Walnut(Premium),Hamburg 1.6m Walnut Sideboard,Assembly,1.0,20 Feb 2025,10 AM - 12 PM
2024-12-07 10:28:53+00:00,CTM10491,Custom Furniture,Custom,1.0,20 Jan 2025,4 PM - 7 PM
2024-12-07 10:28:53+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,20 Jan 2025,4 PM - 7 PM
2024-12-07 10:28:53+00:00,,Soft Close Slider Upgrade,Upgrade,2.0,20 Jan 2025,4 PM - 7 PM
2024-12-08 08:10:24+00:00,CTM10503A,Custom Furniture,Custom,1.0,17 Jan 2025,2 PM - 5 PM
2024-12-08 08:10:24+00:00,CU,Soft Close Hinge Upgrade,Upgrade,2.0,17 Jan 2025,2 PM - 5 PM
2024-12-08 08:10:24+00:00,CTM10503B,Custom Furniture,Custom,1.0,17 Jan 2025,2 PM - 5 PM
2024-12-08 08:34:36+00:00,CTM10504,Custom Furniture,Custom,1.0,22 Jan 2025,10 AM - 12 PM
2024-12-08 08:34:36+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,22 Jan 2025,10 AM - 12 PM
2024-12-08 09:37:17+00:00,SB8083/Pine,Denver 80cm Pine Oak Shoe Cabinet,Assembly,2.0,14 Jan 2025,12 PM - 3 PM
2024-12-09 06:26:17+00:00,CTM10510,Custom Furniture,Custom,1.0,22 Jan 2025,11 AM - 2 PM
2024-12-09 06:26:17+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,22 Jan 2025,11 AM - 2 PM
2024-12-10 07:56:25+00:00,CTM10512,Custom Furniture,Custom,1.0,17 Jan 2025,3 PM - 6 PM
2024-12-11 04:46:31+00:00,SC15/WAL,Vegas 90cm Walnut Shoe Cabinet,Assembly,1.0,16 Jan 2025,2 PM - 5 PM
2024-12-11 04:46:31+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,16 Jan 2025,2 PM - 5 PM
2024-12-11 04:46:31+00:00,DC8022/MapleWH,Nora 80cm 2-Door 2-Drawer Chest,Assembly,1.0,16 Jan 2025,2 PM - 5 PM
2024-12-11 04:56:45+00:00,CTM10518,Custom Furniture,Custom,1.0,23 Jan 2025,3 PM - 6 PM
2024-12-11 04:56:45+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,23 Jan 2025,3 PM - 6 PM
2024-12-11 05:13:22+00:00,CTM10519,Custom Furniture,Custom,1.0,22 Jan 2025,10 AM - 12 PM
2024-12-11 05:13:22+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,22 Jan 2025,10 AM - 12 PM
2024-12-11 14:52:10+00:00,CTM10523,Custom Furniture,Custom,1.0,24 Jan 2025,11 AM - 2 PM
2024-12-11 16:04:08+00:00,TV1671/Maple,Linwood 1.6m Maple Oak TV Console Cabinet,Assembly,1.0,17 Jan 2025,4 PM - 7 PM
2024-12-12 13:15:59+00:00,CTM10535,Custom Furniture,Custom,1.0,23 Jan 2025,3 PM - 6 PM
2024-12-12 13:15:59+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,23 Jan 2025,3 PM - 6 PM
2024-12-13 11:04:51+00:00,CH,Handle Upgrade,Upgrade,2.0,10 Jan 2025,4 PM - 7 PM
2024-12-13 11:04:51+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,10 Jan 2025,4 PM - 7 PM
2024-12-13 11:04:51+00:00,SB8083/Walnut-KN D316 gold knob,Denver 80cm Shoe Cabinet,Assembly,1.0,10 Jan 2025,4 PM - 7 PM
2024-12-14 03:42:59+00:00,SB8052/OK,August 80cm Shoe Cabinet,Assembly,1.0,20 Jan 2025,10 AM - 12 PM
2024-12-14 08:43:07+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,16 Jan 2025,3 PM - 6 PM
2024-12-14 08:43:07+00:00,SR5/PineWH(Premium),Hamburg 1.2m Natural Oak White Sideboard,Assembly,1.0,16 Jan 2025,3 PM - 6 PM
2024-12-14 12:24:06+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,23 Jan 2025,2 PM - 5 PM
2024-12-14 12:24:06+00:00,SB8311/Walnut-Metal legs,Brighton 80cm Walnut Cabinet,Custom,1.0,23 Jan 2025,2 PM - 5 PM
2024-12-14 12:24:06+00:00,,Metal legs,Assembly,1.0,23 Jan 2025,2 PM - 5 PM
2024-12-14 12:24:06+00:00,,Color change,Assembly,1.0,23 Jan 2025,2 PM - 5 PM
2024-12-14 12:51:18+00:00,CTM10558,Custom Furniture,Custom,1.0,20 Feb 2025,3 PM - 6 PM
2024-12-14 12:51:18+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,20 Feb 2025,3 PM - 6 PM
2024-12-15 05:52:41+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,3 Jan 2025,12 PM - 3 PM
2024-12-15 05:52:41+00:00,SB1283/Walnut-Black plastic legs,Richmond 1.2m 3-Door Walnut Shoe Cabinet,Assembly,1.0,3 Jan 2025,12 PM - 3 PM
2024-12-15 05:52:41+00:00,,10cm Black Legs,Assembly,1.0,3 Jan 2025,12 PM - 3 PM
2024-12-15 07:41:19+00:00,SR2/Walnut,Bremen 80cm Walnut Storage Cabinet,Assembly,1.0,16 Jan 2025,12 PM - 3 PM
2024-12-15 07:41:19+00:00,,Walnut Walnut,Assembly,1.0,16 Jan 2025,12 PM - 3 PM
2024-12-15 08:37:00+00:00,CTM10568,Custom Furniture,Assembly,1.0,24 Jan 2025,2 PM - 5 PM
2024-12-15 08:52:34+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,10 Jan 2025,2 PM - 5 PM
2024-12-15 08:52:34+00:00,SI1685S/Maple,Monaco 1.6m Maple Oak Sideboard,Assembly,1.0,10 Jan 2025,2 PM - 5 PM
2024-12-15 09:57:10+00:00,CTM10572 (SB8083/1002),Custom Furniture,Custom,1.0,23 Jan 2025,10 AM - 12 PM
2024-12-15 09:57:10+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,23 Jan 2025,10 AM - 12 PM
2024-12-16 06:14:28+00:00,SR2/Walnut,Bremen 80cm Walnut Storage Cabinet,Assembly,1.0,16 Jan 2025,4 PM - 7 PM
2024-12-16 06:18:15+00:00,SI1685S/Maple,Monaco 1.6m Maple Oak Sideboard,Assembly,1.0,13 Jan 2025,2 PM - 5 PM
2024-12-16 08:37:17+00:00,CTM10580,Custom Furniture,Custom,1.0,27 Jan 2025,2 PM - 5 PM
2024-12-16 08:37:17+00:00,WD8007,Rova 80cm wardrobe,Assembly,1.0,27 Jan 2025,2 PM - 5 PM
2024-12-16 14:57:06+00:00,SB6335/Maple,Kyoto 60cm Maple Oak Shoe Cabinet,Assembly,1.0,24 Jan 2025,12 PM - 3 PM
2024-12-18 13:07:40+00:00,SB1283/Walnut,Richmond 1.2m 3-Door Walnut Shoe Cabinet,Assembly,1.0,7 Jan 2025,3 PM - 6 PM
2024-12-19 05:48:07+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,14 Jan 2025,10 AM - 12 PM
2024-12-19 05:48:07+00:00,SB4311/MapleWH,Eden 40cm Maple Oak White Shoe Cabinet,Assembly,1.0,14 Jan 2025,10 AM - 12 PM
2024-12-19 13:03:00+00:00,CU,Soft Close Hinge Upgrade,Upgrade,2.0,27 Jan 2025,2 PM - 5 PM
2024-12-19 13:03:00+00:00,SB8083/Pine,Richie 80cm Shoe Cabinet,Assembly,1.0,27 Jan 2025,2 PM - 5 PM
2024-12-19 13:03:00+00:00,SR4/Pine,Munich 1.2m Pine Oak Highboard Storage Cabinet,Assembly,1.0,27 Jan 2025,2 PM - 5 PM
2024-12-20 09:35:35+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,17 Jan 2025,4 PM - 7 PM
2024-12-20 09:35:35+00:00,SR6/PineWH,Hamburg 1.4m Sideboard,Assembly,1.0,17 Jan 2025,4 PM - 7 PM
2024-12-21 04:28:14+00:00,CTM10613,Custom Furniture,Custom,1.0,20 Feb 2025,12 PM - 3 PM
2024-12-21 04:28:14+00:00,,Standard Mirror,Assembly,1.0,20 Feb 2025,12 PM - 3 PM
2024-12-21 04:28:14+00:00,CU,Soft Close Hinge Upgrade,Upgrade,2.0,20 Feb 2025,12 PM - 3 PM
2024-12-21 04:28:14+00:00,BS-SC15/WAL,Vegas 90cm Walnut Shoe Cabinet,Assembly,1.0,20 Feb 2025,12 PM - 3 PM
2024-12-21 08:52:27+00:00,CTM10619,Custom Furniture,Custom,1.0,15 Feb 2025,AFTER 6.30PM
2024-12-22 04:00:02+00:00,WD4002/Oak (Door open left side),Kano 40cm Wardrobe,Assembly,1.0,18 Feb 2025,4 PM - 7 PM
2024-12-22 04:00:02+00:00,WD8006/Oak,Cavo 80cm Wardrobe,Assembly,1.0,18 Feb 2025,4 PM - 7 PM
2024-12-22 04:00:02+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,18 Feb 2025,4 PM - 7 PM
2024-12-22 04:05:25+00:00,WD8005/Oak,Sera 80cm Wardrobe,Assembly,1.0,18 Feb 2025,4 PM - 7 PM
2024-12-22 04:05:25+00:00,CU,Soft Close Hinge Upgrade,Upgrade,2.0,18 Feb 2025,4 PM - 7 PM
2024-12-22 04:05:25+00:00,CTM10628,Custom Furniture,Custom,1.0,28 Feb 2025,5 PM - 7 PM
2024-12-23 04:18:31+00:00,SC15/WAL,Vegas 90cm Walnut Shoe Cabinet,Assembly,1.0,3 Jan 2025,10 AM - 12 PM
2024-12-23 04:18:31+00:00,BS-10149028 Mirror,Rhea Standing Mirror,With Delivery,1.0,3 Jan 2025,10 AM - 12 PM
2024-12-23 04:18:31+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,3 Jan 2025,10 AM - 12 PM
2024-12-23 04:51:07+00:00,SC4,Vegas 60cm Oak Shoe Cabinet,Assembly,1.0,3 Jan 2025,10 AM - 12 PM
2024-12-23 04:51:07+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,3 Jan 2025,10 AM - 12 PM
2024-12-23 05:50:09+00:00,SC15/WAL,Vegas 90cm Walnut 3-Door Shoe Cabinet,Assembly,1.0,13 Jan 2025,2 PM - 5 PM
2024-12-24 07:19:45+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,3 Jan 2025,11 AM - 2 PM
2024-12-24 07:19:45+00:00,SC18/WAL,Texas 1.2m Walnut Shoe Cabinet,Assembly,1.0,3 Jan 2025,11 AM - 2 PM
2024-12-25 06:12:24+00:00,SB4311/Walnut,Eden 40cm Walnut Shoe Cabinet,Assembly,1.0,3 Jan 2025,4 PM - 7 PM
2024-12-25 07:01:06+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,10 Jan 2025,11 AM - 2 PM
2024-12-25 07:01:06+00:00,TV24/1.8/OakWH,Hamburg 1.8m Natural Oak White TV Console Cabinet,Assembly,1.0,10 Jan 2025,11 AM - 2 PM
2024-12-25 09:01:09+00:00,SB1283/Walnut-Metal legs,Richmond 1.2m 3-Door Walnut Shoe Cabinet,Assembly,1.0,13 Jan 2025,3 PM - 6 PM
2024-12-25 09:01:09+00:00,,Metal leg,Assembly,1.0,13 Jan 2025,3 PM - 6 PM
2024-12-25 10:21:30+00:00,TV1671/607,Linwood Walnut 1.6m TV Console Cabinet,Assembly,1.0,3 Jan 2025,2 PM - 5 PM
2024-12-25 12:14:04+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,3 Jan 2025,11 AM - 2 PM
2024-12-25 12:14:04+00:00,SC4(X2),Vegas Oak 60cm Wide 162cm High Shoe Cabinet,Assembly,1.0,3 Jan 2025,11 AM - 2 PM
2024-12-25 14:17:08+00:00,SS6020/MapleWH,Oxford 60cm Maple Oak White Bookcase,Assembly,1.0,3 Jan 2025,3 PM - 6 PM
2024-12-25 14:24:10+00:00,SC4,Vegas 60cm Oak Shoe Cabinet,Assembly,1.0,3 Jan 2025,2 PM - 5 PM
2024-12-25 16:50:07+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,3 Jan 2025,10 AM - 12 PM
2024-12-25 16:50:07+00:00,SC5,Vegas 1.2m Oak Shoe Cabinet,Assembly,1.0,3 Jan 2025,10 AM - 12 PM
2024-12-26 02:41:27+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,7 Jan 2025,12 PM - 3 PM
2024-12-26 02:41:27+00:00,TV24/1.6/607,Hamburg 1.6m Walnut TV Console Cabinet,Assembly,1.0,7 Jan 2025,12 PM - 3 PM
2024-12-26 02:51:56+00:00,SR5/PineWH(Premium),Hamburg 1.2m Pine Oak White Sideboard,Assembly,1.0,17 Jan 2025,2 PM - 5 PM
2024-12-26 03:36:18+00:00,SC15(X2)/WAL,Vegas Walnut 90cm Wide 162cm High Shoe Cabinet,Assembly,1.0,3 Jan 2025,3 PM - 6 PM
2024-12-26 06:31:44+00:00,BS-SB8311/OakWH,Brighton 80cm Natural Oak White Cabinet,Assembly,1.0,3 Jan 2025,4 PM - 7 PM
2024-12-26 06:31:44+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,3 Jan 2025,4 PM - 7 PM
2024-12-26 07:27:18+00:00,BS-DC8036/RusticWH,Union 80cm Chest of 6 Drawers,Assembly,1.0,3 Jan 2025,12 PM - 3 PM
2024-12-26 08:52:43+00:00,BS-DC1254/OKWH-showroom piece,Cubic 1.2m Oak White Chest Sideboard,Assembly,1.0,3 Jan 2025,11 AM - 2 PM
2024-12-27 06:26:12+00:00,SC15(X2)/WAL,Vegas 90cm Walnut Shoe Cabinet,Assembly,1.0,6 Jan 2025,4 PM - 7 PM
2024-12-27 07:22:05+00:00,SC15/WAL,Vegas 90cm Walnut Shoe Cabinet,Assembly,1.0,6 Jan 2025,10 AM - 12 PM
2024-12-27 08:42:29+00:00,CTM10669,Custom Furniture,Custom,1.0,25 Feb 2025,11 AM - 2 PM
2024-12-27 09:36:30+00:00,SB6304/3027,Nara 60cm Wide 1.8m Ember Walnut Tall Shoe Cabinet,Assembly,1.0,24 Jan 2025,3 PM - 6 PM
2024-12-27 12:00:18+00:00,BS-SS6202/Maple,Warwick 60cm Maple Oak Bookcase Display Shelf,Assembly,1.0,6 Jan 2025,3 PM - 6 PM
2024-12-27 12:04:12+00:00,SC15,Vegas 90cm 3-Door Shoe Cabinet,Assembly,1.0,6 Jan 2025,12 PM - 3 PM
