Order Date,SKU,Item,Variant,Quantity,Value,Delivery Date,Delivery Time
2025-07-13 20:43:38+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,2,,,
2025-07-13 20:41:50+08:00,,Custom Furniture - Full Custom / Shoe Cabinet,Full Custom / Shoe Cabinet,1,650.0,,
2025-07-13 19:45:59+08:00,SB8083/3075-AD,Richie 80cm Shoe Cabinet - Walnut / Assembly,Walnut / Assembly,1,224.42,2025-07-20 23:17:37+08:00,2025-07-20 23:17:37+08:00
2025-07-13 19:05:46+08:00,SR2/3045WH-AD,Bremen 80cm Maple/White Storage Cabinet - Maple White / Assembly,Maple White / Assembly,2,578.0,,
2025-07-13 17:01:21+08:00,SR2/3036-AD,Bremen 80cm Pine Storage Cabinet - Pine / Assembly,Pine / Assembly,1,312.62,,
2025-07-13 17:01:21+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,1,,,
2025-07-13 16:39:11+08:00,SS8030/WH,Cambridge 80cm 2 Door 4 Drawer White Storage Bookcase - White / Assembly,White / Assembly,1,420.42,,
2025-07-13 16:32:07+08:00,DC7058/3036-AD,Pepe 70cm 5-Drawer Chest - Pine / Assembly,Pine / Assembly,1,346.82,2025-07-20 23:17:37+08:00,2025-07-20 23:17:37+08:00
2025-07-13 14:06:39+08:00,SC5-AD,Vegas 1.2m Oak Shoe Cabinet - Oak / Assembly,Oak / Assembly,1,165.62,2025-07-20 23:17:36+08:00,2025-07-20 23:17:36+08:00
2025-07-13 14:03:53+08:00,,Custom Furniture - Full Custom / Bookcase,Full Custom / Bookcase,2,3644.62,,
2025-07-13 14:03:53+08:00,,Custom Furniture - Full Custom / Shoe Cabinet,Full Custom / Shoe Cabinet,1,,,
2025-07-13 14:03:53+08:00,,Custom Furniture - Full Custom / Others,Full Custom / Others,1,,,
2025-07-13 14:03:53+08:00,TV1634/3045WH-AD,Paisley 1.6m Maple/White TV Console Cabinet - Maple/White / Assembly,Maple/White / Assembly,1,,,
2025-07-13 14:03:53+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,1,,,
2025-07-13 14:03:53+08:00,,Soft Closing Slider Upgrade - Sliders / Soft Close,Sliders / Soft Close,1,,,
2025-07-13 11:55:58+08:00,Miranda/Storage/Leather/Queen,Miranda Hydraulic Storage Bedframe - Queen / Faux Leather,Queen / Faux Leather,1,773.22,,
2025-07-13 11:55:58+08:00,,Divan height - Increase 1 inch (2.5cm),Increase 1 inch (2.5cm),1,,,
2025-07-13 11:21:08+08:00,SC4(X2)/WAL-AD,Vegas Walnut 60cm Wide 162cm High Shoe Cabinet - Walnut W60cm High / Assembly,Walnut W60cm High / Assembly,1,195.02,2025-09-04 11:49:51+08:00,2025-09-04 11:49:51+08:00
2025-07-12 19:46:07+08:00,SC15/WAL-AD,Vegas 90cm Walnut Shoe Cabinet - Walnut / Assembly,Walnut / Assembly,1,159.33,2025-07-18 17:48:01+08:00,2025-07-18 17:48:01+08:00
2025-07-12 19:46:07+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,1,,,
2025-07-12 17:38:38+08:00,SB1283/3075-AD,Richmond 1.2m Walnut Shoe Cabinet - Walnut / Assembly,Walnut / Assembly,1,349.0,2025-07-20 23:17:35+08:00,2025-07-20 23:17:35+08:00
2025-07-12 17:38:38+08:00,,Legs Upgrade - 14.5cm Wood,14.5cm Wood,1,,,
2025-07-12 16:50:47+08:00,SC15-AD,Vegas 90cm 3-Door Shoe Cabinet - Oak / Assembly,Oak / Assembly,1,149.0,2025-07-18 17:56:06+08:00,2025-07-18 17:56:06+08:00
2025-07-12 16:28:20+08:00,BT4550/4045,Cubo 45cm Feather Oak Bedside Table - Ash/White / Assembly,Ash/White / Assembly,1,199.0,,
2025-07-12 15:15:19+08:00,,Custom Furniture - Custom Size / Others,Custom Size / Others,1,398.05,,
2025-07-12 13:45:45+08:00,DC8064/607-AD,Nora 80cm Walnut 4-Drawer Chest with Lock - Walnut / Assembly,Walnut / Assembly,1,269.0,,
2025-07-12 13:07:10+08:00,DC1408/3045WH,Alexis 1.4m Maple/White 4x2 Dresser - Maple/White / Assembly,Maple/White / Assembly,1,499.0,2025-07-20 23:17:35+08:00,2025-07-20 23:17:35+08:00
2025-07-11 21:05:54+08:00,,Top Up,,1,6.32,2025-07-18 16:33:56+08:00,2025-07-18 16:33:56+08:00
2025-07-11 21:03:44+08:00,SS6020/3045-AD,Oxford 60cm 2 Doors Maple Bookcase - Maple / Assembly,Maple / Assembly,1,312.62,,
2025-07-11 21:03:44+08:00,CH-1,Handle Upgrade - Upgrade / Handle,Upgrade / Handle,2,,,
2025-07-11 12:00:28+08:00,SC4(X2)-AD,Vegas Oak 60cm Wide 162cm High Shoe Cabinet - Oak W60cm High / Assembly,Oak W60cm High / Assembly,1,229.0,2025-07-18 17:42:23+08:00,2025-07-18 17:42:23+08:00
2025-07-11 12:00:28+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,1,,,
2025-07-11 11:19:27+08:00,C-DAM-LB-A100-M32-L4-F19-01,Dang Low Back Office Chair - Fixed / Black,Fixed / Black,10,2500.0,,
2025-07-11 11:13:57+08:00,SB4311/3045WH-AD,Eden 43cm Maple/White Shoe Cabinet - Maple White / Assembly,Maple White / Assembly,1,259.0,,
2025-07-11 11:06:29+08:00,SS6202/3064-AD,Warwick 60cm Espresso Bookcase Display Shelf - Espresso / Assembly,Espresso / Assembly,1,284.05,,
2025-07-10 20:43:16+08:00,SB1283/3045WH-AD,Richmond 1.2m Maple/White Shoe Cabinet - Maple White / Assembly,Maple White / Assembly,2,658.0,2025-07-18 15:48:36+08:00,2025-07-18 15:48:36+08:00
2025-07-10 20:43:16+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,2,,,
2025-07-10 14:22:43+08:00,SC4(X2)/WAL-AD,Vegas Walnut 60cm Wide 162cm High Shoe Cabinet - Walnut W60cm High / Assembly,Walnut W60cm High / Assembly,1,195.02,2025-07-18 17:43:18+08:00,2025-07-18 17:43:18+08:00
2025-07-10 13:34:44+08:00,SI1885/3018-AD,Monaco 1.8m Oak 4-Door Sideboard - 1.8m Oak / Assembly,1.8m Oak / Assembly,1,858.0,,
2025-07-10 13:34:44+08:00,SI1885/3045-AD,Monaco 1.8m Maple 4-Door Sideboard - Maple / Assembly,Maple / Assembly,1,,,
2025-07-09 13:40:34+08:00,P4053,Cyber 3-Drawer Mobile Pedestal,,1,263.62,,
2025-07-09 13:13:06+08:00,SB6001/3010-AD,Archie 60cm SP Oak Shoe Cabinet - SP Oak / Assembly,SP Oak / Assembly,1,229.0,,
2025-07-09 13:13:06+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,1,,,
2025-07-08 18:25:31+08:00,DC1289/3018WH,Nora 60cm 4-Drawer Oak/White Chest of Drawers - Oak White / Assembly,Oak White / Assembly,1,1104.46,2025-08-19 16:31:58+08:00,2025-08-19 16:31:58+08:00
2025-07-08 18:25:31+08:00,DC8036/3045WH-AD,Union 80cm Chest of 6 Drawers - Maple/White / Assembly,Maple/White / Assembly,1,,,
2025-07-08 18:25:31+08:00,DC8036/3021WH-AD,Union 80cm Chest of 6 Drawers - Rustic White / Assembly,Rustic White / Assembly,1,,,
2025-07-08 17:50:20+08:00,SC5-AD,Vegas 1.2m Oak Shoe Cabinet - Oak / Assembly,Oak / Assembly,1,169.0,2025-07-18 15:48:34+08:00,2025-07-18 15:48:34+08:00
2025-07-08 06:42:07+08:00,SB6304/3045-AD,Nara 60cm Wide 1.8m Maple Tall Shoe Cabinet - Maple / Assembly,Maple / Assembly,1,318.15,,
2025-07-07 20:20:16+08:00,SB8083/3075-AD,Richie 80cm Shoe Cabinet - Walnut / Assembly,Walnut / Assembly,1,478.24,2025-07-18 15:48:33+08:00,2025-07-18 15:48:33+08:00
2025-07-07 20:20:16+08:00,SB6001/3101WH-AD,Archie 60cm Ash/White Shoe Cabinet - Ash White / Assembly,Ash White / Assembly,1,,,
2025-07-07 20:20:16+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,2,,,
2025-07-07 18:29:14+08:00,Plus(w/eurotop)/SuperSingle,"Plus 10.5"" Pocket Spring with Euro-Top Mattress - Super Single",Super Single,1,1253.04,,
2025-07-07 18:29:14+08:00,Plus(w/eurotop)/Queen,"Plus 10.5"" Pocket Spring with Euro-Top Mattress - Queen",Queen,1,,,
2025-07-07 18:29:14+08:00,,Top up difference for taxes,,1,,,
2025-07-07 18:14:48+08:00,SC15/WAL-AD,Vegas 90cm Walnut Shoe Cabinet - Walnut / Assembly,Walnut / Assembly,1,149.0,2025-07-09 13:04:45+08:00,2025-07-09 13:04:45+08:00
2025-07-07 15:58:32+08:00,SC15-AD,Vegas 90cm 3-Door Shoe Cabinet - Oak / Assembly,Oak / Assembly,1,229.0,2025-07-09 10:32:13+08:00,2025-07-09 10:32:13+08:00
2025-07-07 15:58:32+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,1,,,
2025-07-07 15:58:32+08:00,,Legs Upgrade - Wheels,Wheels,1,,,
2025-07-07 15:54:46+08:00,SC15-AD,Vegas 90cm 3-Door Shoe Cabinet - Oak / Assembly,Oak / Assembly,1,229.0,2025-07-09 09:48:40+08:00,2025-07-09 09:48:40+08:00
2025-07-07 15:54:46+08:00,,Legs Upgrade - Wheels,Wheels,1,,,
2025-07-07 15:54:46+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,1,,,
2025-07-07 12:09:41+08:00,,Custom Furniture - Full Custom / TV Console,Full Custom / TV Console,1,630.0,2025-09-07 23:17:47+08:00,2025-09-07 23:17:47+08:00
2025-07-07 10:57:40+08:00,TV25/3075,Hamburg 1.8m Walnut TV Console Cabinet - Walnut / Assembly,Walnut / Assembly,1,322.42,,
2025-07-07 10:57:40+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,1,,,
2025-07-07 09:35:54+08:00,SB4311/3045WH-AD,Eden 43cm Maple/White Shoe Cabinet - Maple White / Assembly,Maple White / Assembly,1,259.0,2025-07-18 15:48:32+08:00,2025-07-18 15:48:32+08:00
2025-07-06 23:40:07+08:00,SC5-AD,Vegas 1.2m Oak Shoe Cabinet - Oak / Assembly,Oak / Assembly,1,169.0,2025-07-18 15:48:31+08:00,2025-07-18 15:48:31+08:00
2025-07-06 21:24:33+08:00,WD8008-AD,Bora 80cm Modular Wardrobe - Assembly,Assembly,1,1225.0,,
2025-07-06 21:24:33+08:00,,Custom Furniture - Full Custom / Wardrobe,Full Custom / Wardrobe,1,,,
2025-07-06 21:24:33+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,1,,,
2025-07-06 20:24:06+08:00,SB6304/3045-AD,Nara 60cm Wide 1.8m Maple Tall Shoe Cabinet - Maple / Assembly,Maple / Assembly,1,359.0,2025-07-18 15:48:30+08:00,2025-07-18 15:48:30+08:00
2025-07-06 16:04:52+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,1,322.42,2025-07-18 15:48:29+08:00,2025-07-18 15:48:29+08:00
2025-07-06 16:04:52+08:00,SC18(X2)/WAL-AD,Texas Walnut 1.2m Wide 162m High Shoe Cabinet - Walnut W120cm High / Assembly,Walnut W120cm High / Assembly,1,,,
2025-07-06 13:56:49+08:00,SC15/WAL-AD,Vegas 90cm Walnut Shoe Cabinet - Walnut / Assembly,Walnut / Assembly,1,175.42,2025-07-17 14:09:50+08:00,2025-07-17 14:09:50+08:00
2025-07-06 13:56:49+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,1,,,
2025-07-06 12:28:21+08:00,SB6001/3036-AD,Archie 60cm Pine Shoe Cabinet - Pine / Assembly,Pine / Assembly,1,195.02,2025-07-18 15:48:28+08:00,2025-07-18 15:48:28+08:00
2025-07-06 10:59:37+08:00,Plus(w/eurotop)/SuperSingle,"Plus 10.5"" Pocket Spring with Euro-Top Mattress - Super Single",Super Single,1,579.0,,
2025-07-05 16:44:33+08:00,SC18(X2)/OAK-AD,Texas Oak 1.2m Wide 162m High Shoe Cabinet - Walnut W120cm High / Assembly,Walnut W120cm High / Assembly,1,322.42,,
2025-07-05 16:44:33+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,1,,,
2025-07-05 16:27:53+08:00,DC1289/3075,Nora 60cm 4-Drawer Walnut Chest of Drawers - Walnut / Assembly,Walnut / Assembly,2,1447.0,,
2025-07-05 16:27:53+08:00,,Soft Closing Slider Upgrade - Sliders / Soft Close,Sliders / Soft Close,14,,,
2025-07-05 16:27:53+08:00,,Verona 1.6m drawer walnut,,1,,,
2025-07-05 14:22:56+08:00,SC4-AD,Vegas 60cm Oak Shoe Cabinet - Oak / Assembly,Oak / Assembly,1,116.62,2025-07-09 14:49:24+08:00,2025-07-09 14:49:24+08:00
2025-07-05 13:58:09+08:00,WD8003-AD,Vela 80cm Modular Wardrobe - Assembly,Assembly,1,1202.46,2025-09-04 11:49:36+08:00,2025-09-04 11:49:36+08:00
2025-07-05 13:58:09+08:00,WD4021-AD,Alto 40cm Modular Wardrobe - Assembly,Assembly,1,,,
2025-07-05 13:58:09+08:00,SC4(X2)/WAL-AD,Vegas Walnut 60cm Wide 162cm High Shoe Cabinet - Walnut W60cm High / Assembly,Walnut W60cm High / Assembly,1,,,
2025-07-05 13:58:09+08:00,TV25/3075,Hamburg 1.8m Walnut TV Console Cabinet - Walnut / Assembly,Walnut / Assembly,1,,,
2025-07-05 13:58:09+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,2,,,
2025-07-05 13:32:03+08:00,SC18/WAL-AD,Texas 1.2m Walnut Shoe Cabinet - Assembly,Assembly,1,165.62,2025-07-18 15:48:27+08:00,2025-07-18 15:48:27+08:00
2025-07-05 11:22:07+08:00,SC5(X2)-AD,Vegas Oak 1.2m Wide 162m High Shoe Cabinet - Oak W120cm High / Assembly,Oak W120cm High / Assembly,1,299.0,2025-07-18 15:48:27+08:00,2025-07-18 15:48:27+08:00
2025-07-04 17:20:23+08:00,,Pot,,1,17.0,2025-07-18 16:31:02+08:00,2025-07-18 16:31:02+08:00
2025-07-04 16:24:15+08:00,BT4550/3045,Cubo 45cm Maple Bedside Table - Maple / Assembly,Maple / Assembly,1,498.0,,
2025-07-04 16:24:15+08:00,,Cubo 45cm Maple Bedside Table (Open Left),,1,,,
2025-07-04 16:24:15+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,2,,,
2025-07-04 16:24:15+08:00,,Soft Closing Slider Upgrade - Sliders / Soft Close,Sliders / Soft Close,2,,,
2025-07-03 13:50:43+08:00,SC4-AD,Vegas 60cm Oak Shoe Cabinet - Oak / Assembly,Oak / Assembly,1,311.64,2025-07-09 11:44:28+08:00,2025-07-09 11:44:28+08:00
2025-07-03 13:50:43+08:00,SC5-AD,Vegas 1.2m Oak Shoe Cabinet - Oak / Assembly,Oak / Assembly,1,,,
2025-07-03 13:50:43+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,1,,,
2025-07-02 21:47:07+08:00,SC5/WAL-AD,Vegas 1.2m Walnut 4-Door Shoe Cabinet - Walnut / Assembly,Walnut / Assembly,1,146.49,2025-07-18 16:21:55+08:00,2025-07-18 16:21:55+08:00
2025-07-02 19:55:32+08:00,SC5-AD,Vegas 1.2m Oak Shoe Cabinet - Oak / Assembly,Oak / Assembly,1,199.0,2025-07-04 19:10:30+08:00,2025-07-04 19:10:30+08:00
2025-07-02 19:55:32+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,1,,,
2025-07-02 17:04:15+08:00,SB6001/3045WH-AD,Archie 60cm Maple/White Shoe Cabinet - Maple White / Assembly,Maple White / Assembly,1,0.0,,
2025-07-02 17:04:15+08:00,SB6001/3064-AD,Archie 60cm Espresso Shoe Cabinet - Espresso / Assembly,Espresso / Assembly,1,,,
2025-07-02 17:04:15+08:00,SB6001/3045WH-AD,Archie 60cm Maple/White Shoe Cabinet - Maple White / Assembly,Maple White / Assembly,1,,,
2025-07-02 17:04:15+08:00,SB6001/3064-AD,Archie 60cm Espresso Shoe Cabinet - Espresso / Assembly,Espresso / Assembly,1,,,
2025-07-02 17:00:45+08:00,SB6001/3045WH-AD,Archie 60cm Maple/White Shoe Cabinet - Maple White / Assembly,Maple White / Assembly,1,0.0,,
2025-07-02 16:54:21+08:00,SB6001/3045WH-AD,Archie 60cm Maple/White Shoe Cabinet - Maple White / Assembly,Maple White / Assembly,1,0.0,,
2025-07-02 16:19:07+08:00,TV1634/3045-AD,Paisley 1.6m Maple TV Console Cabinet - Maple / Assembly,Maple / Assembly,1,258.07,2025-07-04 12:01:14+08:00,2025-07-04 12:01:14+08:00
2025-07-02 11:58:02+08:00,SC15/WAL-AD,Vegas 90cm Walnut Shoe Cabinet - Walnut / Assembly,Walnut / Assembly,2,292.04,2025-07-03 15:55:28+08:00,2025-07-03 15:55:28+08:00
2025-07-02 06:48:07+08:00,SC15/WAL-AD,Vegas 90cm Walnut Shoe Cabinet - Walnut / Assembly,Walnut / Assembly,1,129.33,2025-07-03 19:30:35+08:00,2025-07-03 19:30:35+08:00
2025-07-01 19:20:11+08:00,WD4021-AD,Alto 40cm Modular Wardrobe - Assembly,Assembly,1,299.0,,
2025-07-01 19:20:11+08:00,,Custom Furniture - Custom Color / Wardrobe,Custom Color / Wardrobe,1,,,
2025-07-01 14:42:17+08:00,,Custom Furniture - Custom Size / Wardrobe,Custom Size / Wardrobe,2,1076.04,,
2025-07-01 14:42:17+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,1,,,
2025-07-01 14:07:07+08:00,SC15-AD,Vegas 90cm 3-Door Shoe Cabinet - Oak / Assembly,Oak / Assembly,1,129.33,2025-07-18 15:48:25+08:00,2025-07-18 15:48:25+08:00
2025-07-01 08:06:07+08:00,SC5/WAL-AD,Vegas 1.2m Walnut 4-Door Shoe Cabinet - Walnut / Assembly,Walnut / Assembly,1,169.0,2025-07-03 19:15:21+08:00,2025-07-03 19:15:21+08:00
2025-06-30 09:50:06+08:00,SS6020/3045WH-AD,Oxford 60cm Maple/White Bookcase - Maple/White / Assembly,Maple/White / Assembly,1,258.07,2025-07-03 18:49:38+08:00,2025-07-03 18:49:38+08:00
2025-06-29 20:26:17+08:00,SC5-AD,Vegas 1.2m Oak Shoe Cabinet - Oak / Assembly,Oak / Assembly,1,199.0,2025-07-03 14:20:23+08:00,2025-07-03 14:20:23+08:00
2025-06-29 20:26:17+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,1,,,
2025-06-29 19:37:08+08:00,SC5/WAL-AD,Vegas 1.2m Walnut 4-Door Shoe Cabinet - Walnut / Assembly,Walnut / Assembly,1,169.0,2025-07-03 17:26:36+08:00,2025-07-03 17:26:36+08:00
2025-06-29 19:14:34+08:00,SB8083/3045-AD,Richie 80cm Shoe Cabinet - Maple / Assembly,Maple / Assembly,1,527.24,,
2025-06-29 19:14:34+08:00,,Custom Furniture - Custom Color / Shoe Cabinet,Custom Color / Shoe Cabinet,1,,,
2025-06-29 19:14:34+08:00,CH-1,Handle Upgrade - Upgrade / Handle,Upgrade / Handle,2,,,
2025-06-29 19:14:34+08:00,,Custom Furniture - Custom Color / Shoe Cabinet,Custom Color / Shoe Cabinet,1,,,
2025-06-29 17:11:41+08:00,DC8036/3021WH-AD-2,Union 80cm Chest of 6 Drawers - Rustic/White / Assembly,Rustic/White / Assembly,1,391.02,2025-07-04 10:52:52+08:00,2025-07-04 10:52:52+08:00
2025-06-29 17:00:45+08:00,Essential(noeurotop)/SuperSingle,"Essential 10.5"" Pocket Spring Mattress - Super Single",Super Single,1,469.42,2025-07-25 23:17:45+08:00,2025-07-25 23:17:45+08:00
2025-06-29 14:54:15+08:00,SC15/WAL-AD,Vegas 90cm Walnut Shoe Cabinet - Walnut / Assembly,Walnut / Assembly,1,146.02,2025-07-04 20:20:15+08:00,2025-07-04 20:20:15+08:00
2025-06-29 13:48:43+08:00,Elizabeth/Storage/Single,Elizabeth Hydraulic Storage Bedframe - Single / Hellotex/Polo Fabric,Single / Hellotex/Polo Fabric,1,439.04,2025-07-01 17:30:13+08:00,2025-07-01 17:30:13+08:00
2025-06-29 13:48:43+08:00,Tranquil/Single,"Basic 7"" Rebonded Foam Mattress - Single",Single,1,,,
2025-06-29 13:37:38+08:00,SI1680/3064-AD,Monaco 1.6m Espresso 4-Door Sideboard - Espresso / 85cm / Assembly,Espresso / 85cm / Assembly,1,389.0,2025-07-03 13:23:51+08:00,2025-07-03 13:23:51+08:00
2025-06-29 13:37:38+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,1,,,
2025-06-29 13:06:02+08:00,,Custom Furniture - Full Custom / Bookcase,Full Custom / Bookcase,1,832.02,,
2025-06-29 12:43:07+08:00,SR7/3036WH(Premium)-AD,Hamburg 1.6m Pine/White Sideboard - Pine/White / Assembly,Pine/White / Assembly,1,318.15,2025-07-03 16:53:08+08:00,2025-07-03 16:53:08+08:00
2025-06-28 18:42:38+08:00,SI1593/3075,Manhattan Flat Top 1.6m Walnut Sideboard - 1.6m V1 Walnut / Assembly,1.6m V1 Walnut / Assembly,1,379.0,,
2025-06-28 17:54:32+08:00,,Custom Furniture - Full Custom / TV Console,Full Custom / TV Console,1,590.0,,
2025-06-28 17:35:44+08:00,TV1865/3036GRYLINEN-AD,Vita 1.8m Pine/Grey Linen TV Console Cabinet - Pine/Grey Linen / Assembly,Pine/Grey Linen / Assembly,1,459.0,2025-07-03 19:05:56+08:00,2025-07-03 19:05:56+08:00
2025-06-28 17:35:44+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,1,,,
2025-06-28 13:38:32+08:00,T-C-CUS-HB-BK,Alpha High Back Office Chair - 3D Adjustable / Black,3D Adjustable / Black,1,499.0,2025-07-25 23:17:44+08:00,2025-07-25 23:17:44+08:00
2025-06-27 21:12:46+08:00,SC15-AD,Vegas 90cm 3-Door Shoe Cabinet - Oak / Assembly,Oak / Assembly,1,179.0,2025-07-04 19:31:26+08:00,2025-07-04 19:31:26+08:00
2025-06-27 21:12:46+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,1,,,
2025-06-27 16:22:19+08:00,SS6202/3064-AD,Warwick 60cm Espresso Bookcase Display Shelf - Espresso / Assembly,Espresso / Assembly,1,713.44,2025-07-09 12:33:05+08:00,2025-07-09 12:33:05+08:00
2025-06-27 16:22:19+08:00,DC8036/3021WH-AD-2,Union 80cm Chest of 6 Drawers - Rustic/White / Assembly,Rustic/White / Assembly,1,,,
2025-06-27 16:22:19+08:00,CU-1,Soft Close Hinge Upgrade - Upgrade / Soft Close,Upgrade / Soft Close,1,,,
2025-06-27 14:57:25+08:00,SI1295/3075-AD,Manhattan Flat Top 1.2m Walnut Sideboard - V1 Walnut / Assembly,V1 Walnut / Assembly,1,674.24,2025-07-03 20:07:56+08:00,2025-07-03 20:07:56+08:00
2025-06-27 14:57:25+08:00,SR6/3075-AD,Hamburg 1.4m Walnut Sideboard - Walnut / Assembly,Walnut / Assembly,1,,,
2025-06-27 14:57:25+08:00,,Metal leg,,1,,,
2025-06-26 18:41:34+08:00,SC5-AD,Vegas 1.2m Oak Shoe Cabinet - Oak / Assembly,Oak / Assembly,1,777.0,,
2025-06-26 18:41:34+08:00,SC5/WAL-AD,Vegas 1.2m Walnut 4-Door Shoe Cabinet - Walnut / Assembly,Walnut / Assembly,1,,,
2025-06-26 18:41:34+08:00,,blabla,,1,,,
2025-06-26 18:41:34+08:00,,testtest,,1,,,
2025-06-26 18:41:34+08:00,,qweqwe,,1,,,
2025-06-26 18:41:34+08:00,SC5-AD,Vegas 1.2m Oak Shoe Cabinet - Oak / Assembly,Oak / Assembly,1,,,
2025-06-26 18:41:34+08:00,SC5/WAL-AD,Vegas 1.2m Walnut 4-Door Shoe Cabinet - Walnut / Assembly,Walnut / Assembly,1,,,
2025-06-26 18:41:34+08:00,DC8036/3045WH-AD,Union 80cm Chest of 6 Drawers - Maple/White / Assembly,Maple/White / Assembly,1,,,
2025-06-26 18:41:34+08:00,,price,,1,,,
2025-06-26 18:41:34+08:00,,price2,,1,,,
2025-06-26 16:43:17+08:00,WD8003-AD,Vela 80cm Modular Wardrobe - Assembly,Assembly,3,1633.66,2025-07-26 23:17:49+08:00,2025-07-26 23:17:49+08:00
2025-06-26 16:43:17+08:00,WD4021-AD,Alto 40cm Modular Wardrobe - Assembly,Assembly,1,,,
2025-06-26 15:16:00+08:00,TV24/1.6/3036WH-AD,Hamburg 1.6m Pine/White TV Console Cabinet - Pine White / Assembly,Pine White / Assembly,1,263.62,2025-07-26 23:17:48+08:00,2025-07-26 23:17:48+08:00
2025-06-26 10:11:07+08:00,SC5-AD,Vegas 1.2m Oak Shoe Cabinet - Oak / Assembly,Oak / Assembly,1,146.49,2025-07-01 10:41:10+08:00,2025-07-01 10:41:10+08:00
2025-06-26 06:06:08+08:00,SB4311/3045WH-AD,Eden 43cm Maple/White Shoe Cabinet - Maple White / Assembly,Maple White / Assembly,1,232.32,2025-07-03 16:02:38+08:00,2025-07-03 16:02:38+08:00
2025-06-25 10:38:08+08:00,SC5-AD,Vegas 1.2m Oak Shoe Cabinet - Oak / Assembly,Oak / Assembly,1,169.0,2025-07-01 17:45:35+08:00,2025-07-01 17:45:35+08:00
2025-06-25 10:26:22+08:00,,Denver door,,1,598.0,,
2025-06-25 10:26:22+08:00,SS4001/3045-AD,Denver 40cm Maple Open Bookcase - Maple / Assembly,Maple / Assembly,1,,,
2025-06-25 10:26:22+08:00,SS4001WD/WH,Denver 40cm Maple Bookcase with Door - Maple / Assembly,Maple / Assembly,1,,,
2025-06-24 22:21:29+08:00,SC5-AD,Vegas 1.2m Oak Shoe Cabinet - Oak / Assembly,Oak / Assembly,1,0.0,,
2025-06-24 22:21:29+08:00,SC4-AD,Vegas 60cm Oak Shoe Cabinet - Oak / Assembly,Oak / Assembly,1,,,
2025-06-24 22:21:29+08:00,SC5/WAL-AD,Vegas 1.2m Walnut 4-Door Shoe Cabinet - Walnut / Assembly,Walnut / Assembly,1,,,
2025-06-24 22:21:29+08:00,SC4/WAL-AD,Vegas 60cm Walnut 2-Door Shoe Cabinet - Walnut / Assembly,Walnut / Assembly,1,,,
2025-06-24 17:59:49+08:00,,Custom Furniture - Stock / Others,Stock / Others,1,735.0,,
2025-06-24 13:45:04+08:00,SR2/3045WH-AD,Bremen 80cm Maple/White Storage Cabinet - Maple White / Assembly,Maple White / Assembly,1,283.22,2025-07-01 11:41:05+08:00,2025-07-01 11:41:05+08:00
2025-06-24 11:35:05+08:00,SC4-AD,Vegas 60cm Oak Shoe Cabinet - Oak / Assembly,Oak / Assembly,1,103.58,2025-07-01 19:35:24+08:00,2025-07-01 19:35:24+08:00
2025-06-24 10:51:09+08:00,DC8036/3045WH-AD,Union 80cm Chest of 6 Drawers - Maple/White / Assembly,Maple/White / Assembly,1,758.0,,
2025-06-24 10:51:09+08:00,DC7058/3045-AD,Pepe 70cm 5-Drawer Chest - Maple / Assembly,Maple / Assembly,1,,,
